q,h,u,conc,q_b,u_b,E,D,R_n,Co,Hyp,coeff_3,t_cpu,case,d_median_input,
            12.5316053391,             3.9485797250,             3.1907595271,             0.0026407407,             0.0026792993,             0.0787528618,             0.0015544855,             0.0015536549,             7.8472687290,             0.0127630381,             8.0000000000,             1.0000000000,           104.8125000000,K0_40,             0.0050000000
            12.5404745891,             3.8899909112,             3.2332936446,             0.0031090545,             0.0027661467,             0.0817746520,             0.0017582843,             0.0017569524,             7.7353348140,             0.0129331746,            12.0000000000,             1.0000000000,            86.8125000000,K0_40,             0.0050000000
            12.5389249230,             3.8983941499,             3.2271266554,             0.0030293067,             0.0027565175,             0.0813697111,             0.0017246742,             0.0017234277,             7.7505940330,             0.0129085066,            12.0000000000,             1.0000000000,            87.5000000000,K0_40,             0.0050000000
            12.5388807138,             3.9233173151,             3.2087916124,             0.0028612182,             0.0027051510,             0.0799077598,             0.0016469150,             0.0016457622,             7.8015149376,             0.0128351664,            12.0000000000,             1.0000000000,            65.8906250000,K0_40,             0.0050000000
            12.5280475402,             3.9770419459,             3.1709577091,             0.0024671830,             0.0026319286,             0.0772503581,             0.0014757229,             0.0014750910,             7.9037599640,             0.0126838308,            12.0000000000,             1.0000000000,            94.7968750000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,            12.0000000000,             1.0000000000,            92.7500000000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,            12.0000000000,             1.0000000000,            26.3125000000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,            12.0000000000,             1.0000000000,            27.9375000000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            85.4843750000,K0_40,             0.0050000000
            25.0975637636,             5.9332939210,             4.2503521161,             0.0044529086,             0.0074903734,             0.1396178232,             0.0026574426,             0.0026545277,             6.3536224065,             0.0170014085,             0.0000000000,             1.0000000000,            76.4843750000,K0_40,             0.0050000000
             0.0019368935,             4.5860660988,             0.0004221437,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000008443,             0.0000000000,             1.0000000000,             1.2187500000,K0_40,             0.0100000000
             0.0022084421,             4.5859185246,             0.0004814356,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000009629,             0.0000000000,             1.0000000000,             0.9687500000,K0_40,             0.0100000000
             0.0005603458,             4.5839762524,             0.0001222316,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000000611,             0.0000000000,             1.0000000000,             2.8593750000,K0_40,             0.0100000000
             0.0005602510,             4.5839749946,             0.0001222110,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000000611,             0.0000000000,             1.0000000000,             1.8437500000,K0_40,             0.0050000000
             0.0005603548,             4.5839753691,             0.0001222336,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000000611,             0.0000000000,             1.0000000000,             3.3593750000,K0_40,             0.0050000000
             0.0005603548,             4.5839753691,             0.0001222336,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000000611,             0.0000000000,             1.0000000000,             3.1093750000,K0_40,             0.0050000000
             0.0228437979,             5.0970574875,             0.0044817791,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,          3568.0186727780,             0.0001120445,             0.0000000000,             1.0000000000,             3.1093750000,K0_40,             0.0050000000
            10.0149900949,             7.8728455536,             1.2720561610,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            26.9393866212,             0.1272056161,             0.0000000000,             1.0000000000,             9.3125000000,K0_40,             0.0450000000
             9.9910400754,             7.8897231309,             1.2677724551,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            27.0570751438,             0.1267772455,             0.0000000000,             1.0000000000,             8.2343750000,K0_40,             0.0450000000
            10.0000000000,             9.9038461538,             1.0104024141,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            33.9162314024,             0.1010402414,             0.0000000000,             1.0000000000,             3.2500000000,K0_40,             0.0450000000
             9.9910400754,             7.8897231309,             1.2677724551,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            27.0570751438,             0.1267772455,             0.0000000000,             1.0000000000,             8.8906250000,K0_40,             0.0450000000
            10.3144458924,             8.3087064303,             1.2425998593,             0.0000000000,             0.0192784076,             0.0124265234,             0.0000000000,             0.0000000000,            27.8592404731,             0.1242599859,             0.0000000000,             1.0000000000,             9.6406250000,K0_40,             0.0450000000
             9.4116478537,             9.2495498792,             1.0182020038,             0.0000000000,             0.0106426082,             0.0101910639,             0.0000000000,             0.0000000000,            34.6518249245,             0.1272752505,             0.0000000000,             1.0000000000,            40.0625000000,K0_40,             0.0450000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,             0.0000000000,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            42.0312500000,K0_40,             0.0450000000
             9.4116478537,             9.2495498792,             1.0182020038,             0.0000000000,             0.0106426082,             0.0101910639,             0.0000000000,             0.0000000000,            34.6518249245,             0.1272752505,             0.0000000000,             1.0000000000,            42.0000000000,K0_40,             0.0450000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,             0.0000000000,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            38.4843750000,K0_40,             0.0450000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,             0.0000000000,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            36.7656250000,K0_40,             0.0450000000
             9.4116478537,             9.2495498792,             1.0182020038,             0.0000000000,             0.0106426082,             0.0101910639,             0.0000000000,             0.0000000000,            34.6518249245,             0.1272752505,             0.0000000000,             1.0000000000,            46.9531250000,K0_40,             0.0450000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,             0.0312500000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,             0.0000000000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            12.1562500000,K0_40,             0.0050000000
             2.1104983055,             1.2595994191,             1.7246342019,             0.0297729038,             0.0003231509,             0.0318860763,             0.0066454351,             0.0066421493,            11.7321137987,             0.0068985368,             0.0000000000,             1.0000000000,            48.1562500000,K0_40,             0.0050000000
             2.1274850649,             1.2613234190,             1.7370080299,             0.0337223819,             0.0003600018,             0.0330172414,             0.0071907799,             0.0071768073,            11.6927638147,             0.0086850401,             0.0000000000,             1.0000000000,           461.4687500000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,             0.0000000000,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            81.5156250000,K0_40,             0.0450000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,             0.0000000000,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            44.3906250000,K0_40,             0.0450000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,             0.0000000000,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            37.7343750000,K0_40,             0.0450000000
            10.2719098437,            11.3506746304,             0.9054867725,             0.0000000000,             0.0074420475,             0.0090533023,             0.0000000000,             0.0000000000,            40.2991236510,             0.0905486772,             0.0000000000,             1.0000000000,            33.0156250000,K0_40,             0.0450000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,             0.0000000000,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            32.2031250000,K0_40,             0.0450000000
            -6.8458968685,             2.8088608484,            -2.5671431576,            -0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,            -0.0320892895,             0.0000000000,             1.0000000000,             6.4531250000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,             0.7187500000,K0_40,             0.0050000000
             0.0108020746,             5.0056206961,             0.0021578091,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000269726,             0.0000000000,             1.0000000000,             1.3593750000,K0_40,             0.0050000000
             0.0108020746,             5.0056206961,             0.0021578091,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,                      NaN,             0.0000269726,             0.0000000000,             1.0000000000,             0.2343750000,K0_40,             0.0050000000
            75.2807134993,            13.3775243614,             5.6273846306,             0.0011685370,             0.0133505181,             0.1696988372,             0.0011613143,             0.0011611790,             6.7537976870,             0.0562738463,             0.0000000000,             1.0000000000,            44.6875000000,K0_40,             0.0450000000
             2.1104983055,             1.2595994191,             1.7246342019,             0.0297729038,             0.0003231509,             0.0318860763,             0.0066454351,             0.0066421493,            11.7321137987,             0.0068985368,             0.0000000000,             1.0000000000,            23.4218750000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            31.1562500000,K0_40,             0.0050000000
             5.9253463065,             2.3922774932,             2.5335022732,             0.0465066555,             0.0009621653,             0.0481964653,             0.0090451436,             0.0090488375,             8.7518144113,             0.0101340091,             0.0000000000,             1.0000000000,            31.3437500000,K0_40,             0.0050000000
             1.9998621303,             1.4137180013,             1.4229832364,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            17.1577716669,             0.0042689497,            20.0000000000,             6.0000000000,            61.3125000000,K0_40,             0.0450000000
            75.2807134993,            13.3775243614,             5.6273846306,             0.0011685370,             0.0133505181,             0.1696988372,             0.0011613143,             0.0011611790,             6.7537976870,             0.0562738463,             0.0000000000,             1.0000000000,            73.8593750000,K0_40,             0.0450000000
             1.9999709571,             1.4196222481,             1.4198882627,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            17.2508960120,             0.0056795531,             0.0000000000,             6.0000000000,           108.7031250000,K0_40,             0.0450000000
             1.9999709571,             1.4196222481,             1.4198882627,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            17.2508960120,             0.0056795531,             0.0000000000,             6.0000000000,           131.8750000000,K0_40,             0.0450000000
             9.4116478537,             9.2495498792,             1.0182020038,             0.0000000000,             0.0106426082,             0.0101910639,             0.0000000000,             0.0000000000,            34.6518249245,             0.1272752505,             0.0000000000,             1.0000000000,            78.0000000000,K0_40,             0.0450000000
             9.9976778948,            10.3051785163,             0.9707821662,             0.0000000000,             0.0091679786,             0.0097078388,             0.0000000000,             0.0000000000,            36.9753371423,             0.0970782166,             0.0000000000,             1.0000000000,           208.8281250000,K0_40,             0.0450000000
            12.5401385801,             3.8887288273,             3.2333854427,             0.0030220606,             0.0027636523,             0.0814643247,             0.0017420765,             0.0017407474,             7.8078259607,             0.0161669272,             0.0000000000,             1.0000000000,           164.1093750000,K0_40,             0.0050000000
             2.0087819227,             1.2819562473,             1.5683176480,             0.0029733309,             0.0001198637,             0.0157133563,             0.0010540906,             0.0010537892,            12.2834092697,             0.0039207941,             0.0000000000,             1.0000000000,           161.1093750000,K0_40,             0.0050000000
          -264.2224293344,            10.5323305870,            -2.3464470446,             0.0327302388,             0.0007305119,             0.0338833832,             0.0062410320,             0.0063582628,                      NaN,            -0.0117322352,             0.0000000000,             1.0000000000,            94.1250000000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,             0.7187500000,K0_40,             0.0050000000
             1.9998611454,             1.3011318789,             1.5370164836,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            15.4459683227,             0.0076850824,             0.0000000000,             0.0000000000,             9.9531250000,K0_40,             0.0050000000
             1.9998611454,             1.3011318789,             1.5370164836,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            15.4459683227,             0.0076850824,             0.0000000000,             0.0000000000,             3.6093750000,K0_40,             0.0450000000
             2.0000425190,             1.3012052394,             1.5370692157,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            15.4456718427,             0.0153706922,             0.0000000000,             0.0000000000,             8.1875000000,K0_40,             0.0450000000
             2.0000428487,             1.3012053121,             1.5370693832,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            15.4456706995,             0.0307413877,             0.0000000000,             0.0000000000,             7.2812500000,K0_40,             0.0450000000
            -0.5438099298,             4.7541185769,            -0.1136118973,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            -0.0022722379,             0.0000000000,             0.0000000000,             0.0781250000,K0_40,             0.0450000000
            10.4413392710,             9.6764532290,             1.0799191057,             0.0000000000,             0.0126521605,             0.0108010141,             0.0000000000,             0.0000000000,            32.9072606851,             0.1606379670,             0.0000000000,             1.0000000000,           219.6875000000,K0_40,             0.0450000000
            -0.5613222746,             4.7182869870,            -0.1209761085,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            -0.0012097611,             0.0000000000,             0.0000000000,             1.0625000000,K0_40,             0.0450000000
