q,h,u,conc,q_b,u_b,E,D,R_n,Co,Hyp,coeff_3,t_cpu,case,d_median_input,
7.5,4.193824322,1.788343866,0,0,0,0,0,25.66169974,0.008941719,0,1,19,B1_0 ,0.2,
10,4.930734182,2.028095539,0,0,0,0,0,23.66653844,0.010140478,0,1,35.546875,B1_0 ,0.2,
12.5,5.594621884,2.234288618,0,0,0,0,0,22.21801042,0.011171443,0,1,19.484375,B1_0 ,0.2,
15,6.205776827,2.417102712,0,0,0,0,0,21.09562804,0.012085514,0,1,44.640625,B1_0 ,0.2,
20,7.314620979,2.734249671,0,0,0,0,0,19.43097632,0.013671248,0,1,31.453125,B1_0 ,0.2,
25,8.314793314,3.006689289,0,0,0,0,0,18.22488544,0.015033446,0,1,25.421875,B1_0 ,0.2,
30,9.236379784,3.248025818,0,0,0,0,0,17.29177776,0.016240129,0,1,35.703125,B1_0 ,0.2,
40,10.91022977,3.666283922,0,0,0,0,0,15.91012485,0.01833142,0,1,18.140625,B1_0 ,0.2,
50,12.42169682,4.025214969,0,0,0,0,0,14.91077008,0.020126075,0,1,24.140625,B1_0 ,0.2,
60,13.81558641,4.342920975,0,0,0,0,0,14.13858263,0.021714605,0,1,20.953125,B1_0 ,0.2,
70,15.11896479,4.629946624,0,0,0,0,0,13.51541882,0.023149733,0,1,28.25,B1_0 ,0.2,
80,16.34971481,4.893051708,0,0,0,0,0,12.99677035,0.024465259,0,1,36,B1_0 ,0.2,
0.499999873,0.841844356,0.593933866,0,0,0,0,0,40.49653605,0.002969669,0,1,43.109375,B2_0 ,0.1,
1.000000001,1.222624224,0.817912798,0,0,0,0,0,33.6037155,0.004089564,0,1,32.15625,B2_0 ,0.1,
2,1.791237662,1.11654642,0,0,0,0,0,27.76241177,0.005582732,0,1,23.546875,B2_0 ,0.1,
5,3.000565984,1.66635229,0,0,0,0,0,21.45024252,0.008331762,0,1,33.578125,B2_0 ,0.1,
7.5,3.782928775,1.982590856,0,0,0,0,0,19.10379791,0.009912954,0,1,17.28125,B2_0 ,0.1,
10,4.463851317,2.240217985,0,0,0,0,0,17.5864806,0.01120109,0,1,20.828125,B2_0 ,0.1,
12.5,5.078386244,2.461411834,0,0,0,0,0,16.48811216,0.012307059,0,1,19.421875,B2_0 ,0.1,
15,5.644881666,2.657274481,0,0,0,0,0,15.63890626,0.013286372,0,1,18.78125,B2_0 ,0.1,
20,6.674299607,2.996569105,0,0,0,0,0,14.38238627,0.014982846,0,1,42.8125,B2_0 ,0.1,
25,7.604328317,3.287601345,0,0,0,0,0,13.47421174,0.016438007,0,1,23.546875,B2_0 ,0.1,
30,8.462348567,3.545115137,0,0,0,0,0,12.7728656,0.017725576,0,1,38.984375,B2_0 ,0.1,
40.00001817,10.02295899,3.990839255,2.82E-05,0.000397675,0.006837905,4.19E-05,4.19E-05,11.73561331,0.019954196,0,1,21.734375,B2_0 ,0.1,
50.00005583,11.43424458,4.372834207,6.93E-05,0.001624393,0.024481903,0.000102924,0.000102924,10.98642425,0.021864171,0,1,23.890625,B2_0 ,0.1,
60.00010131,12.73721925,4.710612274,0.000104642,0.003171104,0.042901454,0.000155469,0.000155469,10.40842865,0.023553061,0,1,45.5,B2_0 ,0.1,
70.00015369,13.95670325,5.015522106,0.000135933,0.004901094,0.060509559,0.000201944,0.000201944,9.942549812,0.025077611,0,1,24.109375,B2_0 ,0.1,
80.00021223,15.10911795,5.294830081,0.00016413,0.006751803,0.076997064,0.000243816,0.000243816,9.555197022,0.02647415,0,1,23.546875,B2_0 ,0.1,
0.500000001,0.660894428,0.756550487,0,0,0,0,0,22.8289547,0.003782752,0,1,38.0625,B2_0 ,0.025,
1,0.981431743,1.01891956,0,0,0,0,0,18.73363357,0.005094598,0,1,24.390625,B2_0 ,0.025,
2,1.465164655,1.365034294,0,0,0,0,0,15.3323546,0.006825172,0,1,27.03125,B2_0 ,0.025,
5.000010685,2.505743935,1.99541965,0.000132828,4.61E-05,0.003171615,9.86E-05,9.86E-05,11.72039646,0.009977098,0,1,33.921875,B2_0 ,0.025,
7.500061871,3.184325617,2.355306201,0.000512805,0.000390286,0.021106091,0.000380166,0.000380166,10.38717106,0.011776531,0,1,30.15625,B2_0 ,0.025,
10.00013015,3.777318751,2.647414955,0.000809139,0.000837718,0.03817191,0.000599414,0.000599414,9.530124748,0.013237075,0,1,32.65625,B2_0 ,0.025,
12.50021236,4.314039756,2.897565405,0.001056291,0.00133068,0.053069111,0.00078203,0.00078203,8.912202978,0.014487827,0,1,22.390625,B2_0 ,0.025,
15.00030648,4.809903735,3.11862925,0.001270566,0.001849398,0.066129131,0.000940173,0.000940173,8.435885849,0.015593146,0,1,39.078125,B2_0 ,0.025,
20.00052521,5.713256075,3.500722696,0.001633509,0.002930628,0.088169006,0.001207657,0.001207657,7.733398828,0.017503614,0,1,42.578125,B2_0 ,0.025,
25.00077872,6.531533504,3.827704276,0.001938095,0.004044598,0.106385227,0.001431764,0.001431764,7.227368617,0.019138521,0,1,50.96875,B2_0 ,0.025,
30.00106216,7.287984093,4.116510378,0.002203432,0.005176492,0.121971934,0.001626717,0.001626717,6.837564419,0.020582552,0,1,23.28125,B2_0 ,0.025,
40.00170613,8.667030047,4.61538796,0.002655305,0.007467975,0.147857149,0.001958135,0.001958136,6.263089343,0.02307694,0,1,36.671875,B2_0 ,0.025,
50.00243865,9.917106819,5.042038928,0.003036654,0.009776476,0.169058012,0.002237253,0.002237253,5.849583282,0.025210195,0,1,25.78125,B2_0 ,0.025,
60.00324787,11.0733767,5.418694716,0.003370282,0.012090903,0.187145695,0.002481009,0.002481011,5.531230596,0.027093474,0,1,26.515625,B2_0 ,0.025,
70.00412536,12.15717458,5.758256154,0.003669094,0.01440616,0.203003742,0.002698986,0.002698988,5.275051277,0.028791281,0,1,26.140625,B2_0 ,0.025,
80.00506448,13.18264715,6.068968055,0.00394118,0.016719674,0.217179859,0.002897185,0.002897188,5.062337335,0.03034484,0,1,24.5,B2_0 ,0.025,
0.50001539,0.535258741,0.934156421,0.001933988,1.40E-05,0.004490662,0.000631318,0.000631318,11.15584211,0.004670782,0,1,28.09375,B2_0 ,0.005,
1.000107229,0.80739432,1.238684995,0.006648616,0.000106317,0.02244767,0.002145197,0.002145197,8.978431617,0.006193425,0,1,28.421875,B2_0 ,0.005,
2.000407436,1.221911901,1.637112654,0.012638579,0.000333852,0.046124243,0.004017655,0.004017656,7.190923921,0.008185563,0,1,32.109375,B2_0 ,0.005,
5.001892422,2.122593791,2.356500055,0.023521361,0.001078403,0.084287734,0.007276049,0.007276052,5.309887154,0.0117825,0,1,28.453125,B2_0 ,0.005,
7.503648201,2.714249014,2.764539342,0.029918011,0.001718016,0.103972381,0.009106326,0.009106328,4.621059127,0.013822697,0,1,29.40625,B2_0 ,0.005,
10.00577125,3.233454157,3.094452783,0.035266167,0.002365007,0.119190705,0.010589155,0.01058916,4.177691295,0.015472264,0,1,32.125,B2_0 ,0.005,
12.50797242,3.704872474,3.376086957,0.039981164,0.003017101,0.131807698,0.011861058,0.011861096,3.857286626,0.016880435,0,1,31.3125,B2_0 ,0.005,
15.00979173,4.141273442,3.624437957,0.044278053,0.003674097,0.142711284,0.012991598,0.012991749,3.609298183,0.01812219,0,1,26.078125,B2_0 ,0.005,
20.01224131,4.937530223,4.053085158,0.052078689,0.005004616,0.161170095,0.014975128,0.014975723,3.240308336,0.020265426,0,1,30.125,B2_0 ,0.005,
30.01768133,6.325612,4.745414278,0.066124392,0.007752846,0.190445349,0.018327226,0.018329063,2.757203825,0.023727071,0,1,24.53125,B2_0 ,0.005,
40.0270074,7.534628409,5.312398692,0.07973819,0.01066846,0.214402746,0.021314779,0.021318064,2.42989515,0.026561994,0,1,76.640625,B2_0 ,0.005,
50.04117927,8.620232508,5.805075206,0.09407457,0.013815142,0.235605011,0.024192519,0.024197122,2.176199501,0.029025376,0,1,24.28125,B2_0 ,0.005,
60.04773937,9.622176218,6.240585043,0.109142367,0.017167837,0.254774989,0.026931313,0.026934152,1.969389883,0.031202925,0,1,37.21875,B2_0 ,0.005,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,0,1,30.3125,B2_0 ,0.005,
63.61011112,11.30485124,5.628829139,0.050761674,0.010209336,0.210756348,0.014621434,0.014608805,2.605640354,0.028144146,0,1,33.140625,B2_0 ,0.005,
55.05630236,9.129432398,6.030628848,0.101652019,0.015481891,0.245503166,0.025606211,0.0256108,2.066736336,0.030153144,0,1,22.484375,B2_0 ,0.005,
55.05630237,9.129432397,6.030628849,0.101652019,0.015481891,0.245503166,0.025606211,0.0256108,2.066736335,0.030153144,0,1,39.1875,B2_0 ,0.005,
50.04117927,8.620232506,5.805075207,0.09407457,0.013815142,0.235605011,0.024192519,0.024197122,2.1761995,0.029025376,0,1,42.140625,B2_0 ,0.005,
40.0270074,7.534628408,5.312398693,0.07973819,0.010668461,0.214402746,0.02131478,0.021318064,2.42989515,0.026561994,0,1,32.203125,B2_0 ,0.005,
30.01768133,6.325611999,4.745414279,0.066124392,0.007752846,0.190445349,0.018327226,0.018329064,2.757203824,0.023727071,0,1,41.796875,B2_0 ,0.005,
5.042626138,2.257797227,2.240911866,0.009156878,0.002035575,0.057686387,0.002284573,0.002280359,4.703900255,0.00560228,20,1,15.25,B2_0 ,0.045,
5.008762562,2.382309258,2.133552055,0.002005435,0.001530016,0.03593421,0.000884617,0.000884538,5.752725339,0.00533388,20,1,23.796875,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,46.015625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,2.015625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,8.984375,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,4.9375,B2_0 ,0.045,
5.541215118,2.540538627,2.204550336,0.002043563,0.001663322,0.038205336,0.000903181,0.000904019,5.674355393,0.002755688,20,1,8.734375,B2_0 ,0.045,
5.379572118,2.465399051,2.198094679,0.00203287,0.001601077,0.037645941,0.000900168,0.000900181,5.658638908,0.005495237,20,1,11.75,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,19.015625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,17.484375,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,16.8125,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,16.46875,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,16.96875,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,16.40625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,5.140625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,8.453125,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,12.453125,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,15.25,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,12.671875,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,9.78125,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,9.109375,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,8.34375,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,9.265625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,10.8125,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,9.75,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,9.859375,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,8.890625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,40.328125,B2_0 ,0.045,
4.959666431,2.385400995,2.243092134,0.001396627,0.000791057,0.020182627,0.000619137,0.000619612,16.41311845,0.004486184,20,1,23.640625,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,20,1,10.09375,B2_0 ,0.045,
5.794068241,2.357503539,2.431533772,0.017612913,0.000717751,0.044783134,0.004641632,0.004639011,8.717317196,0.004863068,0,1,9.375,B2_0 ,0.045,
14.33525058,4.119118288,3.479137184,0.021582801,0.003606386,0.103217642,0.005993618,0.005987382,6.494817881,0.006958274,0,1,66.703125,B2_0 ,0.045,
14.22206453,3.915942144,3.68461528,0.001616052,0.005884072,0.117803775,0.001626808,0.00164301,6.410620549,0.007369231,0,1,100.609375,B2_0 ,0.045,
15.03578659,4.061809869,3.72278049,0.00058715,0.003451235,0.099162927,0.00058007,0.000580046,6.784814514,0.007445561,0,1,73.84375,B2_0 ,0.045,
15.01406559,4.787521516,3.164104606,0.000382845,0.001759952,0.039999896,0.000381246,0.000381391,10.13157824,0.006328209,0,1,98.015625,B2_0 ,0.045,
20.06965332,5.094937643,3.942594051,0.000785165,0.005539652,0.121794647,0.000777204,0.000777202,6.704059254,0.007885188,0,1,31.0625,B2_0 ,0.045,
20.10435259,5.163657593,3.903207512,0.000754646,0.005346985,0.116987369,0.000744377,0.000744161,6.895870875,0.009367698,0,1,32.3125,B2_0 ,0.045,
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,0,                      NaN,                      NaN,                      NaN,0,1,36.21875,B2_0 ,0.045,
1.999979007,1.424888967,1.417021174,0,0,0,0,0,17.33466913,0.003542553,0,1,82.53125,B2_0 ,0.045,
36.02958906,7.665615564,4.732861666,0.001525674,0.01069958,0.139774706,0.00150681,0.001507777,7.420059606,0.011832154,0,1,50.34375,B2_0 ,0.045,
4.87373138,2.395950551,1.967237572,0,0,0,0,0,13.85489759,0.004918094,0,1,256.84375,B2_0 ,0.045,
2,1.420963211,1.419266202,0,0,0,0,0,17.27208447,0.003548166,0,1,1613.8125,B2_0 ,0.045,
1.999981225,1.421046515,1.419201407,0,0,0,0,0,17.27358223,0.002838403,0,1,337.59375,B2_0 ,0.045,
1.999981225,1.421046515,1.419201407,0,0,0,0,0,17.27358223,0.002838403,0,1,231.1875,B2_0 ,0.045,
1.999979706,1.420417554,1.419546515,0,0,0,0,0,17.26357478,0.002839093,0,1,307.9375,B2_0 ,0.045,
1.999978368,1.41982857,1.419866729,0,0,0,0,0,17.25419777,0.002839734,0,1,607.71875,B2_0 ,0.045,
1.999977169,1.419278805,1.420161101,0,0,0,0,0,17.24543741,0.002840322,0,1,634.984375,B2_0 ,0.045,
1.999982973,1.421723935,1.418825288,0,0,0,0,0,17.28435048,0.002837651,0,1,281.109375,B2_0 ,0.045,
1.999985056,1.422456692,1.418416996,0,0,0,0,0,17.29599835,0.002836834,0,1,360.859375,B2_0 ,0.045,
1.999986314,1.422848693,1.41819967,0,0,0,0,0,17.30226967,0.002836399,0,1,344.046875,B2_0 ,0.045,
1.999987753,1.423284463,1.417947954,0,0,0,0,0,17.30916382,0.002835896,0,1,433.28125,B2_0 ,0.045,
1.999989532,1.423780811,1.417654325,0,0,0,0,0,17.3169663,0.002835309,0,1,301.34375,B2_0 ,0.045,
1.999987053,1.422983524,1.418118971,0,0,0,0,0,17.30438852,0.002836238,4,1,302.796875,B2_0 ,0.045,
1.9999888,1.423490477,1.417832531,0,0,0,0,0,17.31248099,0.002835665,4,1,452.6875,B2_0 ,0.045,
1.999985687,1.422505804,1.41839649,0,0,0,0,0,17.2968011,0.002836793,4,1,387.515625,B2_0 ,0.045,
1.999984525,1.422070662,1.418640208,0,0,0,0,0,17.28989574,0.00283728,4,1,597.75,B2_0 ,0.045,
1.999982546,1.42125742,1.419095699,0,0,0,0,0,17.27695209,0.002838191,4,1,368.59375,B2_0 ,0.045,
1.999980855,1.420506265,1.419514297,0,0,0,0,0,17.26500863,0.002839029,4,1,351.921875,B2_0 ,0.045,
1.999979374,1.419807843,1.419900246,0,0,0,0,0,17.25389596,0.002839801,4,1,457.296875,B2_0 ,0.045,
1.999978062,1.419158726,1.420253699,0,0,0,0,0,17.24355885,0.002840507,4,1,351.484375,B2_0 ,0.045,
1.999976885,1.418558001,1.420574235,0,0,0,0,0,17.23398505,0.002841149,4,1,341.53125,B2_0 ,0.045,
1.999987919,1.423228116,1.417974596,0,0,0,0,0,17.3082361,0.002835949,8,1,270.96875,B2_0 ,0.045,
1.999986285,1.422656671,1.418311786,0,0,0,0,0,17.29921573,0.002836624,8,1,696.28125,B2_0 ,0.045,
1.999985051,1.422135226,1.418614246,0,0,0,0,0,17.29095245,0.002837229,8,1,748.96875,B2_0 ,0.045,
1.999983985,1.421660664,1.41887826,0,0,0,0,0,17.28339323,0.002837757,8,1,633.28125,B2_0 ,0.045,
1.999982118,1.420758963,1.419388822,0,0,0,0,0,17.26905089,0.002838778,8,1,698.84375,B2_0 ,0.045,
1.999980483,1.419927756,1.419857032,0,0,0,0,0,17.25583768,0.002839714,8,1,580.859375,B2_0 ,0.045,
1.999979042,1.419161324,1.420282651,0,0,0,0,0,17.24364329,0.002840565,8,1,617.21875,B2_0 ,0.045,
1.999977755,1.41845486,1.420667453,0,0,0,0,0,17.23239288,0.002841335,8,1,304.109375,B2_0 ,0.045,
1.999976599,1.417809045,1.421009329,0,0,0,0,0,17.22209381,0.002842019,8,1,613.046875,B2_0 ,0.045,
1.999976311,1.416993499,1.421492637,0,0,0,0,0,17.20915979,0.002842985,12,1,397.0625,B2_0 ,0.045,
1.999977444,1.417684501,1.421130397,0,0,0,0,0,17.22018605,0.002842261,12,1,741.625,B2_0 ,0.045,
1.999978703,1.418448858,1.420714985,0,0,0,0,0,17.23236147,0.00284143,12,1,291.703125,B2_0 ,0.045,
1.999980109,1.41928766,1.420246892,0,0,0,0,0,17.24570618,0.002840494,12,1,385.1875,B2_0 ,0.045,
1.999981681,1.42020524,1.419724675,0,0,0,0,0,17.26028943,0.002839449,12,1,387.921875,B2_0 ,0.045,
1.999983424,1.421208031,1.419148165,0,0,0,0,0,17.27622227,0.002838296,12,1,274.8125,B2_0 ,0.045,
1.999984384,1.421733193,1.418853171,0,0,0,0,0,17.28459045,0.002837706,12,1,380.046875,B2_0 ,0.045,
1.999985518,1.422309203,1.418516274,0,0,0,0,0,17.29373605,0.002837033,12,1,378.921875,B2_0 ,0.045,
1.999986979,1.422929044,1.41815233,0,0,0,0,0,17.30356457,0.002836305,12,1,298.015625,B2_0 ,0.045,
1.999975756,1.415089529,1.422673855,0,0,0,0,0,17.17904962,0.002845348,20,1,283.453125,B2_0 ,0.045,
1.999976832,1.415879572,1.422266369,0,0,0,0,0,17.19166585,0.002844533,20,1,378.1875,B2_0 ,0.045,
1.999978027,1.416763333,1.421789932,0,0,0,0,0,17.20575205,0.00284358,20,1,339.265625,B2_0 ,0.045,
1.999979341,1.417760854,1.421228327,0,0,0,0,0,17.22162002,0.002842457,20,1,308.546875,B2_0 ,0.045,
1.999980769,1.418877709,1.420577547,0,0,0,0,0,17.23935557,0.002841155,20,1,577.171875,B2_0 ,0.045,
1.999982283,1.420125162,1.419832798,0,0,0,0,0,17.25913905,0.002839666,20,1,506.8125,B2_0 ,0.045,
1.999983079,1.420786042,1.419443526,0,0,0,0,0,17.26963752,0.002838887,20,1,330.5625,B2_0 ,0.045,
1.999983884,1.421509799,1.419001663,0,0,0,0,0,17.2810909,0.002838003,20,1,292.953125,B2_0 ,0.045,
1.999984969,1.422290875,1.418520338,0,0,0,0,0,17.29338322,0.002837041,20,1,329.21875,B2_0 ,0.045,
1.999976507,1.418922648,1.420330792,0,0,0,0,0,17.23973958,0.002840662,0,2,300.0625,B_end,0.045,
1.999974594,1.414538663,1.422393953,0,0,0,0,0,17.16946703,0.002844788,20,6,417.046875,A_ram,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,19.78792606,0.011212347,0,1,45.359375,A_ram,0.045,
8.82399629,3.744922991,2.356224526,0,0,0,0,0,12.84351228,0.026180273,0,1,19.453125,A_ram,0.045,
8.82399629,3.744922991,2.356224526,0,0,0,0,0,12.84351228,0.026180273,0,1,38.21875,A_ram,0.045,
70.85501511,12.89958944,5.492793229,0.001121581,0.012328848,0.162568589,0.001114775,0.001114651,6.879344076,0.061031036,0,1,27.96875,A_ram,0.045,
0.500000003,0.725963147,0.6887402,0,0.003267129,0.006887402,0,0,29.24379406,0.003443701,0,1,22.09375,Grass,0.045,
1.000000013,1.069404575,0.935099808,0,0.008176622,0.009350998,0,0,24.09460153,0.004675499,0,1,17.46875,Grass,0.045,
1.999999995,1.585553734,1.261388972,0,0.020069987,0.01261389,0,0,19.78792652,0.006306945,0,1,19.484375,Grass,0.045,
4.999999962,2.690933339,1.858091351,0,0.064150668,0.018580914,0,0,15.18935768,0.009290457,0,1,20.0625,Grass,0.045,
7.499999901,3.409525567,2.199719508,0,0.106439278,0.021997195,0,0,13.49410439,0.010998598,0,1,23.921875,Grass,0.045,
9.999999818,4.036490632,2.477399486,0,0.152050597,0.024773995,0,0,12.40192821,0.012386997,0,1,19.15625,Grass,0.045,
12.50001739,4.603326425,2.715431459,0.000085374,0.200224186,0.027154315,8.51E-05,8.51E-05,11.61085634,0.013577157,0,1,20.109375,Grass,0.045,
15.00004235,5.126559093,2.925947419,0.000170342,0.250495285,0.029259474,0.000169687,0.000169687,11.0000949,0.014629737,0,1,21.84375,Grass,0.045,
20.00010971,6.07880817,3.290136677,0.000313098,0.356157285,0.032901365,0.000311784,0.000311784,10.09822895,0.016450683,0,1,17.984375,Grass,0.045,
25.00019552,6.940486493,3.602081144,0.000431855,0.467369636,0.036020809,0.000429916,0.000429915,9.447789445,0.018010406,0,1,21.125,Grass,0.045,
30.00030125,7.736404397,3.877809344,0.000534606,0.583121944,0.03877809,0.000532072,0.000532071,8.946265434,0.019389047,0,1,20.359375,Grass,0.045,
40.0005572,9.186060325,4.354484492,0.000708223,0.82567717,0.04354484,0.000704565,0.000704564,8.206412921,0.021772423,0,1,19.8125,Grass,0.045,
50.00085104,10.49885902,4.762503334,0.000853546,1.080204326,0.047625027,0.000848833,0.000848831,7.673313339,0.023812517,0,1,22.59375,Grass,0.045,
60.00114633,11.71227165,5.122929878,0.000979852,1.344482847,0.051229292,0.00097414,0.000974137,7.262611869,0.025614649,0,1,22.140625,Grass,0.045,
70.00172321,12.84887425,5.448082218,0.001092434,1.617078054,0.054480816,0.001085766,0.001085761,6.931857571,0.027240411,0,1,20.25,Grass,0.045,
80.00183029,13.92389465,5.745650366,0.001194411,1.896782804,0.057456499,0.001186821,0.001186817,6.657216084,0.028728252,0,1,21.15625,Grass,0.045,
0.500000003,0.725963147,0.6887402,0,0.003267129,0.006887402,0,0,25.12078312,0.003443701,4,1,20.15625,Grass,0.045,
1.000000012,1.069404575,0.935099808,0,0.008176622,0.009350998,0,0,20.69756265,0.004675499,4,1,17.078125,Grass,0.045,
1.999999995,1.585553733,1.261388974,0,0.020069987,0.01261389,0,0,16.99807519,0.006306945,4,1,17.984375,Grass,0.045,
4.999999967,2.690933309,1.858091373,0,0.064150671,0.018580914,0,0,13.04784715,0.009290457,4,1,21.34375,Grass,0.045,
7.499999915,3.409525399,2.19971962,0,0.106439294,0.021997196,0,0,11.59160294,0.010998598,4,1,20.4375,Grass,0.045,
10.00001173,4.036495261,2.477399596,8.15E-05,0.152050617,0.024773996,6.97E-05,6.97E-05,10.6511861,0.012386998,4,1,18.1875,Grass,0.045,
12.50003906,4.603331075,2.715433424,0.000210812,0.200224622,0.027154334,0.000180371,0.000180371,9.970568894,0.013577167,4,1,24.15625,Grass,0.045,
15.00007244,5.126564048,2.925950461,0.000322405,0.250496068,0.029259504,0.000275771,0.000275771,9.445360264,0.014629752,4,1,27.765625,Grass,0.045,
20.00015992,6.07881286,3.290142398,0.000510374,0.356159145,0.032901422,0.000436342,0.000436342,8.669823168,0.016450712,4,1,24.328125,Grass,0.045,
25.00027192,6.940481903,3.602094533,0.000667167,0.467374852,0.036020942,0.000570163,0.000570162,8.110480135,0.018010473,4,1,27.296875,Grass,0.045,
30.00040772,7.736388167,3.877831241,0.000803111,0.583131826,0.038778308,0.000686102,0.000686101,7.679193304,0.019389156,4,1,26.40625,Grass,0.045,
40.00072773,9.186022092,4.354521181,0.001033343,0.825698044,0.043545206,0.00088227,0.000882267,7.042955448,0.021772606,4,1,25.28125,Grass,0.045,
50.00107362,10.49882169,4.76254147,0.001226499,1.080230275,0.047625408,0.001046668,0.001046664,6.584531617,0.023812707,4,1,21.9375,Grass,0.045,
70.00201647,12.84885275,5.448114157,0.001544801,1.617106487,0.054481136,0.001317226,0.001317219,5.94693717,0.027240571,4,1,25,Grass,0.045,
80.00215847,13.92390815,5.745668364,0.001680925,1.896800611,0.05745668,0.001432795,0.00143279,5.710775113,0.028728342,4,1,28.984375,Grass,0.045,
60.00151705,11.71221978,5.122984222,0.001394701,1.344525623,0.051229836,0.001189696,0.001189691,6.231336519,0.025614921,4,1,23.953125,Grass,0.045,
0.500000004,0.725963148,0.688740201,0,0.003267129,0.006887402,0,0,21.51084644,0.003443701,8,1,20.015625,Grass,0.045,
1.000000012,1.069404574,0.935099808,0,0.008176622,0.009350998,0,0,17.72325687,0.004675499,8,1,24.640625,Grass,0.045,
1.999999996,1.585553731,1.261388975,0,0.020069987,0.01261389,0,0,14.55539755,0.006306945,8,1,23.421875,Grass,0.045,
4.999999971,2.69093328,1.858091395,0,0.064150673,0.018580914,0,0,11.17282974,0.009290457,8,1,18.703125,Grass,0.045,
7.500002277,3.409528732,2.199718162,2.40E-05,0.106439082,0.021997182,1.76E-05,1.76E-05,9.925223304,0.010998591,8,1,14.609375,Grass,0.045,
10.00002996,4.036501817,2.477400088,0.000228478,0.152050708,0.024774001,0.000167383,0.000167383,9.116907594,0.012387,8,1,16.921875,Grass,0.045,
12.50006678,4.603337105,2.715435889,0.000398516,0.200225168,0.027154358,0.000291819,0.000291819,8.533271852,0.013577179,8,1,20.953125,Grass,0.045,
15.00011113,5.126568659,2.925955377,0.00054556,0.250497333,0.029259553,0.000399338,0.000399338,8.08289917,0.014629777,8,1,54.3125,Grass,0.045,
